Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
Multi-drug efflux pumps,TimePre...TimePost,-0.397396451871293,-0.838250624031173,0.0434577202885869,10.2360537634513,-1.84206591518328,0.0755136188513169,0.104880026182385,-6.20332809714413
Tetracycline resistance ribosomal protection proteins,TimePre...TimePost,-0.660180824164087,-1.28038618059456,-0.0399754677336163,10.0981601142761,-2.17522171154128,0.0377443849020104,0.0608780401645329,-5.59598959036905
Sulfonamide-resistant dihydropteroate synthases,TimePre...TimePost,0.272353093002472,-0.266125939421388,0.810832125426333,9.58810139849676,1.03356941936445,0.309715938930134,0.368709451107303,-7.31956346925571
Class A betalactamases,TimePre...TimePost,0.971963816413446,-0.00262627997301723,1.94655391279991,9.43508459694795,2.0380002850136,0.0505814003365118,0.072259143337874,-5.8553784723106
Aminoglycoside O-phosphotransferases,TimePre...TimePost,-0.543901391618055,-0.958464367049689,-0.129338416186422,9.23593434621474,-2.68105543583079,0.0118809245634718,0.0220017121545774,-4.54061986156554
Tetracycline resistance major facilitator superfamily MFS efflux pumps,TimePre...TimePost,-0.720797210807097,-1.1562231123046,-0.285371309309597,9.10949846387853,-3.38278950390335,0.00203701222364867,0.00442828744271451,-2.86948560820096
MDR regulator,TimePre...TimePost,-0.174093667929414,-0.870558463669819,0.522371127810991,9.08850443024943,-0.510810649596088,0.613275923436088,0.681417692706764,-7.72712677900119
Phenicol efflux pumps,TimePre...TimePost,-0.42793049230302,-0.917149556978775,0.0612885723727359,8.8560103448492,-1.78749977995129,0.0841098692196265,0.11067088055214,-6.29529309084976
Aminoglycoside O-nucleotidyltransferases,TimePre...TimePost,0.308658715925061,-0.40573972817863,1.02305716002875,8.84217545964646,0.882905417629182,0.384408161375209,0.446986234157219,-7.4640794331775
Aminoglycoside efflux pumps,TimePre...TimePost,-0.334902010940647,-0.975173669724546,0.305369647843251,8.07059852598408,-1.06888163044109,0.293770266293104,0.358256422308663,-7.28262573451943
Penicillin binding protein,TimePre...TimePost,-0.302559984288301,-0.865339359198383,0.260219390621781,7.37504890356439,-1.09862493762241,0.280795612213367,0.351023367374053,-7.25062301306478
Class C betalactamases,TimePre...TimePost,0.152700418819283,-1.22415025040512,1.52955108804369,6.57208556725611,0.226636327891309,0.822265793426328,0.856526868152425,-7.83472538469518
Aminoglycoside N-acetyltransferases,TimePre...TimePost,-0.560195394981843,-1.08277217838943,-0.0376186115742603,6.526382088392,-2.190612490996,0.0365034882870984,0.0608391471451639,-5.56612713281855
Lipid A modification,TimePre...TimePost,-0.176068556429866,-0.814482938710485,0.462345825850754,6.21643765975566,-0.563579617343191,0.577289073585477,0.656010310892588,-7.69814755430637
23S rRNA methyltransferases,TimePre...TimePost,-1.7581836389136,-3.4987182826432,-0.0176489951840011,5.83599261662063,-2.06422816319418,0.0478647159464111,0.0718958435343127,-5.80677052768667
Undecaprenyl pyrophosphate phosphatase,TimePre...TimePost,-0.10660135787599,-0.931722139395319,0.718519423643339,5.7594849883494,-0.26401059017793,0.79360284253219,0.844258343119351,-7.82527973291803
Macrolide resistance efflux pumps,TimePre...TimePost,-2.22911957718238,-3.46048009385555,-0.997759060509206,5.15805711613641,-3.71075115425304,0.000923274403209011,0.00211867912537527,-2.05196888142014
Dihydrofolate reductase,TimePre...TimePost,0.0524071211001695,-0.560287741102725,0.665101983303064,4.66597749595647,0.174792261416846,0.862434040302172,0.880034735002216,-7.84545254990261
Macrolide phosphotransferases,TimePre...TimePost,1.32298887847402,0.0069264809049554,2.63905127604308,4.48339963802676,2.06360983899562,0.0488891736033326,0.0718958435343127,-5.7654250203823
Aminoglycoside efflux regulator,TimePre...TimePost,-0.0364783003006721,-0.670444211574405,0.597487610973061,4.29037891976612,-0.117583078007223,0.907192971133825,0.907192971133825,-7.8540795504482
Lincosamide nucleotidyltransferases,TimePre...TimePost,-0.90774166695839,-2.59891594366224,0.783432609745462,3.73768701486311,-1.09990521045417,0.280818693899242,0.351023367374053,-7.21875967809456
Chloramphenicol acetyltransferases,TimePre...TimePost,-2.74642002701204,-4.1393354619951,-1.35350459202898,3.60288412477541,-4.02919552654159,0.000359490030543829,0.000998583418177303,-1.18426220673651
Tetracycline inactivation enzymes,TimePre...TimePost,-2.33645027256981,-4.14057408126421,-0.532326463875397,3.20972519927162,-2.70050372238994,0.013720394936474,0.0245007052437036,-4.41282368953254
Quinolone resistance protein Qnr,TimePre...TimePost,3.73983379865569,2.54315086031663,4.93651673699475,2.40890654609557,6.49204666847168,1.80208284840431e-06,7.50867853501798e-06,4.46767375619708
Class D betalactamases,TimePre...TimePost,-1.88591449815861,-3.38155459390678,-0.390274402410442,1.54300808238054,-2.63741576124353,0.0161456271467295,0.0278372881840164,-4.53606989612146
Bleomycin resistance protein,TimePre...TimePost,0.974640091598215,-0.139897445907615,2.08917762910405,1.30152324403652,1.85707689205565,0.0822080714337425,0.11067088055214,-5.9071459173691
Quinolone active efflux,TimePre...TimePost,-3.06337744715996,-3.30283733115434,-2.82391756316558,0.790549809170944,-27.5406516824872,3.12237383564584e-13,1.56118691782292e-11,20.6464909073844
Polymyxin B resistance regulator,TimePre...TimePost,1.0117330216915,0.465031878424681,1.55843416495833,0.737892157680845,3.84845988097921,0.00093221881516512,0.00211867912537527,-1.83062955061363
Class B betalactamases,TimePre...TimePost,-1.73847289094063,-2.16545407639307,-1.3114917054882,0.622021093491182,-8.73593034993693,4.996480948809e-07,2.77582274933833e-06,6.40461190107636
Fosfomycin thiol transferases,TimePre...TimePost,0.108460214810674,-0.518702814744734,0.735623244366081,0.471289255023566,0.368205816406972,0.717800295178835,0.780217712150908,-7.44810344037341
Streptogramin resistance ATP-binding cassette ABC efflux pumps,TimePre...TimePost,1.52546000813063,0.0602103007137071,2.99070971554756,0.438371379806198,2.33181376436283,0.0428465809719392,0.066947782768655,-4.88808522898366
VanA-type accessory protein,TimePre...TimePost,-1.34267422789259,-1.68151426834262,-1.00383418744257,0.364930359139517,-8.69545926092783,2.46366225621652e-06,9.47562406237121e-06,5.01248199854189
16S rRNA methyltransferases,TimePre...TimePost,-2.69564018658163,-3.15120095821983,-2.24007941494342,0.350731225836308,-13.279367124985,1.89527188045911e-07,1.35376562889937e-06,7.88962482802311
Phenicol 23S rRNA methyltransferases,TimePre...TimePost,1.65504330755042,1.26134674715229,2.04873986794854,0.310095125891929,10.1464534226396,3.66851533280596e-05,0.000114641104150186,2.97589633803786
VanA-type regulator,TimePre...TimePost,-1.38687920024724,-1.64804141229429,-1.12571698820018,0.268514340265532,-11.6303709099277,1.07262266041187e-07,8.93852217009893e-07,8.21540861262308
Monooxygenase,TimePre...TimePost,-0.975918235173328,-1.14863845301881,-0.803198017327851,0.220373414985063,-12.2601837308869,2.54352712073438e-08,3.17940890091797e-07,9.57950082563271
Florfenicol methyltransferases,TimePre...TimePost,2.72777790558719,2.07286899038929,3.38268682078509,0.181245529397122,12.0363055520396,0.000464437281903907,0.00122220337343133,0.935765574232224
VanA-type resistance protein,TimePre...TimePost,-0.809301669692042,-0.961470237494969,-0.657133101889114,0.156686691269332,-11.6479953869808,1.05557278750912e-07,8.93852217009893e-07,8.23198724385472
VanB-type resistance protein,TimePre...TimePost,-1.28635135476199,-1.85598126901595,-0.71672144050803,0.129821128292729,-5.13240785572298,0.000679093558078423,0.00169773389519606,-0.53543121223268
Penicillin binding protein regulator,TimePre...TimePost,-0.597230226978529,-0.735722278803433,-0.458738175153624,0.115767139235729,-9.44388737481883,9.42090087404676e-07,4.71045043702338e-06,5.95493865277442
VanC-type resistance protein,TimePre...TimePost,1.33333464217421,0.663306675545882,2.00336260880254,0.0876069477666383,6.22964192855823,0.00763808494404885,0.0152761698880977,-1.80821127063669
