Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
Multi-drug resistance,TimePre...TimePost,-0.319267290415548,-0.798077267944438,0.159542687113343,10.7899624044915,-1.36176536014583,0.183409910910467,0.393021237665287,-5.89489306862948
Tetracyclines,TimePre...TimePost,-0.673780516571769,-1.2031490222372,-0.144412010906341,10.7430922400394,-2.59938971763043,0.0143472294785471,0.0717361473927355,-3.70600661422914
Aminoglycosides,TimePre...TimePost,-0.207578305702624,-0.598267148834131,0.183110537428883,10.5864226584109,-1.08508060644658,0.286527731258581,0.512889002215528,-6.2237286695479
betalactams,TimePre...TimePost,0.703891038752626,0.0418513198543858,1.36593075765087,10.1253201811676,2.17136302673829,0.0379413236509189,0.113462457081865,-4.57949774261541
Sulfonamides,TimePre...TimePost,0.272353093002472,-0.263692192669555,0.808398378674499,9.58810139849676,1.03762846886373,0.307733401329317,0.512889002215528,-6.27327078479897
Phenicol,TimePre...TimePost,-0.500764633253171,-0.990553958001943,-0.0109753085043991,8.93633742649165,-2.08802349784253,0.0453849828327459,0.113462457081865,-4.73664290753924
MLS,TimePre...TimePost,-0.569361419103053,-1.87141995516979,0.732697116963683,7.56790263675884,-0.893035193190712,0.378945368689986,0.568418053034979,-6.41142879034884
Cationic antimicrobial peptides,TimePre...TimePost,-0.146665592068752,-0.785631505188357,0.492300321050853,6.23477323212201,-0.468771928795585,0.642620828217323,0.803276035271654,-6.70143805500681
Bacitracin,TimePre...TimePost,-0.109164314944936,-0.929309315810423,0.710980685920552,5.76080780490111,-0.271832324943667,0.787612712661066,0.843870763565428,-6.77553670228734
Trimethoprim,TimePre...TimePost,0.0524071211001695,-0.557061113489612,0.661875355689951,4.66597749595647,0.17561041767559,0.861779833422848,0.861779833422848,-6.79747891878797
Fluoroquinolones,TimePre...TimePost,2.74545703679866,1.73107824033608,3.75983583326124,3.04265896009037,5.59469555147855,1.02953518146333e-05,0.0001544302772195,3.43780656663395
Glycopeptides,TimePre...TimePost,0.34249899206879,-0.822918281368324,1.5079162655059,1.72066378269267,0.613695414761502,0.546449221604385,0.745158029460525,-6.41991206511558
Fosfomycin,TimePre...TimePost,0.108460214810674,-0.514827482040315,0.731747911661662,0.471289255023566,0.369619920263951,0.716628566945197,0.826879115705997,-6.40621323312394
Rifampin,TimePre...TimePost,-0.581174967755575,-0.918346583925916,-0.244003351585233,0.269276596056692,-3.74350880238579,0.00267020666252235,0.0200265499689177,-1.52891460388503
Tunicamycin,TimePre...TimePost,-0.184630071717808,-0.355406915736229,-0.0138532276993878,0.0183064376998647,-2.43774316512935,0.0369631526457062,0.113462457081865,-3.78048968780112
