Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
Multi-drug efflux pumps,TimePre...TimePost,0.107570506207956,-0.366504864891054,0.581645877306966,10.2873521849668,0.484756034990556,0.635035292587524,0.741692630660789,-6.95153208926056
Class A betalactamases,TimePre...TimePost,1.15904731241098,0.375571643798075,1.94252298102389,10.1950527905646,3.16048007325092,0.00664194016374241,0.0218765333788675,-3.04609223881605
Tetracycline resistance ribosomal protection proteins,TimePre...TimePost,-0.375757039809834,-1.39975910450565,0.648245024885987,9.79909671228446,-0.783941579151168,0.445596115006274,0.577624593526652,-6.75589551885056
MDR regulator,TimePre...TimePost,0.258759634249472,-0.142182070529253,0.659701339028197,9.3701203806443,1.37877278304622,0.18870584722409,0.300213847856507,-6.12758755528272
Sulfonamide-resistant dihydropteroate synthases,TimePre...TimePost,0.981418983921133,0.456395392879549,1.50644257496272,9.17066793729375,3.99349405448192,0.00123197185069037,0.00862380295483258,-1.37494985915967
Aminoglycoside O-phosphotransferases,TimePre...TimePost,-0.325788857976352,-1.06045128391695,0.40887356796425,9.12627465879767,-0.947383473816922,0.358847720156585,0.52331959189502,-6.61321978198851
Tetracycline resistance major facilitator superfamily MFS efflux pumps,TimePre...TimePost,-0.585114152206618,-1.0229960037214,-0.147232300691833,8.72927962731984,-2.85470386269361,0.0123015093433654,0.0331194482321375,-3.64584386125329
Phenicol efflux pumps,TimePre...TimePost,-0.0961023144799391,-0.596792002369998,0.40458737341012,8.68757410090099,-0.410055466748715,0.68771370885538,0.776450961610913,-6.98650448597359
Aminoglycoside O-nucleotidyltransferases,TimePre...TimePost,0.915076354712293,-0.024229808831491,1.85438251825608,8.33596711406808,2.08126589307935,0.0554339093154935,0.107788157002349,-5.06474285645697
Aminoglycoside efflux pumps,TimePre...TimePost,0.0556924674567423,-0.407696588733068,0.519081523646553,8.25601663775834,0.25676042906317,0.800943520280173,0.849485551812305,-7.04029525309676
Penicillin binding protein,TimePre...TimePost,0.106446987754111,-0.363658661174917,0.576552636683138,7.50713896024939,0.48374368912858,0.63573654056639,0.741692630660789,-6.95204392007903
Class C betalactamases,TimePre...TimePost,0.0576814283280012,-1.64982828362583,1.76519114028183,7.26214786072526,0.0721689238507356,0.943445964568386,0.943445964568386,-7.07242538558259
Lipid A modification,TimePre...TimePost,0.186736925509007,-0.248921756712114,0.622395607730128,6.40860627425325,0.915716915179822,0.374679714284789,0.524551599998704,-6.64274935095052
Aminoglycoside N-acetyltransferases,TimePre...TimePost,-0.238861931204539,-0.977157073742196,0.499433211333117,6.37323006410962,-0.691185046941934,0.500282883539161,0.625353604423952,-6.82584562261466
Undecaprenyl pyrophosphate phosphatase,TimePre...TimePost,0.434304252706123,-0.0627879345893514,0.931396440001597,6.12693230063318,1.86652817707112,0.0821632340804101,0.143785659640718,-5.41895796344178
Aminoglycoside efflux regulator,TimePre...TimePost,0.200061339853375,-0.190777089577482,0.590899769284231,4.56429222692155,1.09356177063627,0.291846726374306,0.444114583613074,-6.46560624447109
Quinolone resistance protein Qnr,TimePre...TimePost,3.19739704862321,1.7504200394718,4.64437405777461,4.30988756245847,4.72076459947454,0.000292805797159255,0.00512410145028697,0.0726649102522599
Dihydrofolate reductase,TimePre...TimePost,-0.0667042317869653,-1.00629483074659,0.872886367172659,4.24620369456864,-0.151667360939371,0.881523314433278,0.907450470740139,-7.06299503377845
Macrolide resistance efflux pumps,TimePre...TimePost,-1.2258664858822,-3.05010216670708,0.598369194942679,4.09639917799161,-1.45554769586203,0.169837210535453,0.283062017559089,-5.95400091585213
23S rRNA methyltransferases,TimePre...TimePost,-2.20615355878468,-3.93476186500274,-0.477545252566612,3.93326238997286,-2.72656935056596,0.0158904677827797,0.0397261694569492,-3.89237815399996
Macrolide phosphotransferases,TimePre...TimePost,0.313145904589742,-1.51613734411667,2.14242915329616,3.90392174788322,0.373628097492535,0.715298895868364,0.782358167356023,-6.88245468549932
Chloramphenicol acetyltransferases,TimePre...TimePost,-3.64490820601723,-5.70497378383855,-1.5848426281959,3.09431253353528,-3.77992302516921,0.00189378386692266,0.0110470725570488,-1.80480676215417
Lincosamide nucleotidyltransferases,TimePre...TimePost,-0.716956244988754,-2.65561479182127,1.22170230184376,1.90920136729237,-0.799199358216597,0.43857710943622,0.577624593526652,-6.68795146177227
Tetracycline inactivation enzymes,TimePre...TimePost,-5.08609405768473,-6.30662806447706,-3.8655600508924,1.32823317104434,-10.2166963669358,5.39429657378408e-05,0.00188800380082443,2.63766518055623
Polymyxin B resistance regulator,TimePre...TimePost,0.738199143976574,0.144837088646708,1.33156119930644,0.820476753519425,2.70445132726046,0.0188502866010235,0.0412350019397388,-3.91262549532139
Bleomycin resistance protein,TimePre...TimePost,1.51839556999558,-0.0223926682293891,3.05918380822054,0.546017893826472,2.33388927545549,0.0525883737116159,0.107788157002349,-4.48771040915189
Phenicol 23S rRNA methyltransferases,TimePre...TimePost,2.25161293400689,1.65645949161677,2.846766376397,0.422227783027739,10.4674424250187,0.00044952687450991,0.00524448020261562,0.747758758479148
Fosfomycin thiol transferases,TimePre...TimePost,1.78614184629984,0.858918613705923,2.71336507889377,0.382510111003524,4.95137776231978,0.00427653240463671,0.016630959351365,-1.53913088672155
Class B betalactamases,TimePre...TimePost,-1.60460739184536,-2.49084789073953,-0.718366892951189,0.30755120467909,-4.92495030883085,0.00687548191907264,0.0218765333788675,-1.85269730722816
Class D betalactamases,TimePre...TimePost,0.490140850561007,-0.0752790499678711,1.05556075108989,0.283525238424709,2.1508571205299,0.0776228102608154,0.142989387322555,-4.71959503552349
Bacitracin ABC transporter,TimePre...TimePost,-0.719267729640007,-1.04565971904373,-0.392875740236281,0.135375705529079,-6.02374294538728,0.00335599345524366,0.014682471366691,-1.09419180995559
Rifampin ADP-ribosyltransferase Arr,TimePre...TimePost,0.757997032619155,0.587150096282188,0.928843968956122,0.0947499133262816,13.9370609750405,0.000707439878349308,0.00619009893555645,0.104082892096896
Streptogramin resistance ATP-binding cassette ABC efflux pumps,TimePre...TimePost,0.513017038607942,0.342523979690958,0.683510097524927,0.0641273222073823,9.45226690961561,0.00227948020221972,0.0113974010110986,-0.62248509803797
Monooxygenase,TimePre...TimePost,-0.575719228539964,-0.914726647543698,-0.23671180953623,0.0359827036609103,-7.0268907062372,0.0175629675946316,0.040980257720807,-2.27519340382234
ATP-binding tunicamycin resistance,TimePre...TimePost,-0.189165633568256,-0.308047427781105,-0.0702838393554077,0.0354687230434878,-4.3540105198366,0.0111459046486081,0.0325088885584403,-2.35171628200256
