Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
CARD|phgb|U00096|3660413-3663527|ARO:3000796|mdtF|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTC,TimePre...TimePost,-0.00648517306807861,-0.626769290645296,0.613798944509139,7.06433582101669,-0.0204949533550992,0.983649066273316,0.986678786189969,-6.89563598514794
CARD|phgb|U00096|2155262-2158385|ARO:3000793|mdtB|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTB,TimePre...TimePost,0.0595516628209021,-0.560732454756315,0.679835780398119,7.03391564587857,0.188199842767587,0.850724930548165,0.89275860058599,-6.87831206454732
CARD|phgb|U00096|2158385-2161463|ARO:3000794|mdtC|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTC,TimePre...TimePost,0.0265426719976025,-0.593741445579615,0.64682678957482,7.03097164657428,0.0838822370351533,0.933152232341512,0.950667081332281,-6.89236109615194
CARD|phgb|U00096|3415032-3418137|ARO:3000502|acrF|Aminoglycosides|Aminoglycoside_efflux_pumps|ACRF,TimePre...TimePost,0.0643572773551302,-0.555926840222087,0.684641394932347,7.02353414410004,0.203386923310801,0.838837967635447,0.885263384142748,-6.87536838085172
CARD|phgb|NC_007779|2586250-2589364|ARO:3000491|acrD|Aminoglycosides|Aminoglycoside_efflux_pumps|ACRD,TimePre...TimePost,0.0713705316007127,-0.548913585976504,0.69165464917793,7.00096275795712,0.225550760285047,0.821556797765842,0.872457599366552,-6.87066264018792
CARD|phgb|U00096|2484373-2487967|ARO:3000833|evgS|Multi-drug_resistance|MDR_regulator|EVGS,TimePre...TimePost,0.48871861822744,-0.131565499349777,1.10900273580466,6.89603798560594,1.54448696730117,0.122511297434749,0.245777284586754,-5.71509557935746
Tet|TetW|AJ222769|3687-5606|1920|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,TimePre...TimePost,-0.322923713495818,-0.964818435110055,0.318971008118418,6.35694515250102,-1.02052888579473,0.307509600213252,0.45520739304295,-6.38033110982762
CARD|phgb|U00096|2368038-2370021|ARO:3002985|arnA|Cationic_antimicrobial_peptides|Lipid_A_modification|ARNA,TimePre...TimePost,0.100970480890529,-0.755020418672061,0.95696138045312,6.33813820666163,0.319094845175264,0.749663205302671,0.821788862031923,-6.84544414462424
Bla|PBP|Ecoli|CP002291|664439-666340|1902|betalactams|Penicillin_binding_protein|PBP2,TimePre...TimePost,0.0108278136407352,-0.609456303936482,0.631111931217952,6.33049974953517,0.0342189072172783,0.972703472154541,0.979722981747409,-6.89526430835182
Tet|EU434751.1|gene2|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,TimePre...TimePost,-0.331481063151682,-0.973515021198401,0.310552894895037,6.29703601088067,-1.04757249437681,0.294868333615659,0.442433807179608,-6.35264733513372
Mdr|CP000034.1|gene2198|Multi-drug_resistance|MDR_regulator|ASMA,TimePre...TimePost,0.0656644413517116,-0.554619676225506,0.685948558928929,6.25258961791134,0.207517925653556,0.835610855324891,0.883540915208245,-6.87452817529847
Tet|tetW_5_AJ427421|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,TimePre...TimePost,-0.342618884103097,-0.962903001680314,0.27766523347412,6.23870597155759,-1.08277111104909,0.278943768729459,0.429464462587585,-6.31553108500692
Tet|tetW_1_DQ060146|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,TimePre...TimePost,-0.294206609074737,-1.67249545209946,1.08408223394999,6.23539377339727,-0.929774836608195,0.352516680080301,0.494130267487021,-6.46794179985501
Tet|tetW_6_FN396364|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,TimePre...TimePost,-0.526211202377429,-1.25038243976203,0.197960035007171,6.20040937434767,-1.66297397686124,0.0963581412850281,0.20645154393744,-5.52698164979615
CARD|phgb|FJ768952|0-1488|ARO:3000237|tolC|Multi-drug_resistance|Multi-drug_efflux_pumps|TOLC,TimePre...TimePost,0.0558330598665124,-0.564451057710705,0.67611717744373,5.94679241061331,0.176448021606255,0.859946598044333,0.900501421531954,-6.88043319650986
CARD|phgb|U00096|2812615-2814154|ARO:3000074|emrB|Multi-drug_resistance|Multi-drug_efflux_pumps|EMRB,TimePre...TimePost,0.141784763444767,-0.47849935413245,0.762068881021984,5.93956888989113,0.448079346959544,0.654108477011307,0.741373529048778,-6.79646396705353
CARD|phgb|U00096|1188315-1189776|ARO:3000835|phoQ|Multi-drug_resistance|MDR_regulator|PHOQ,TimePre...TimePost,0.105302302254997,-0.51498181532222,0.725586419832214,5.89383799810233,0.332784607325851,0.73930589298954,0.813402992624753,-6.84102689406019
CARD|phgb|AP009048|2165012-2166416|ARO:3000829|baeS|Multi-drug_resistance|MDR_regulator|BAES,TimePre...TimePost,0.0871817514252822,-0.533102366151935,0.707465869002499,5.87991107582901,0.275518619182571,0.782925179581247,0.844280243323265,-6.85826961180734
Mdr|AP009048.1|gene2135|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTD,TimePre...TimePost,0.119667151605767,-0.576292270735177,0.815626573946711,5.85103469558664,0.378181532636324,0.705306116789969,0.785728707073888,-6.82505103585084
Tet|TetA|JX424423|94438-95712|1275|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,TimePre...TimePost,-0.171584663808916,-1.80320434954911,1.46003502193128,5.8448639280231,-0.542255332941483,0.587658236110303,0.68924621450152,-6.75029916226354
Tet|tetQ_1_L33696|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,TimePre...TimePost,0.971916199940943,0.351632082363726,1.59220031751816,5.81551295378684,3.07152592132079,0.00213706999740875,0.012068886632765,-2.22605541655951
Mdr|AP009048.1|gene3415|Multi-drug_resistance|MDR_regulator|CPXAR,TimePre...TimePost,0.146329490335166,-0.473954627242051,0.766613607912383,5.75247909323961,0.4624419498774,0.643777424127784,0.734778672164539,-6.78999087024611
CARD|phgb|D78168|1591-3130|ARO:3000254|emrY|Multi-drug_resistance|Multi-drug_efflux_pumps|EMRY,TimePre...TimePost,0.446817221585687,-0.17346689599153,1.0671013391629,5.72075715414455,1.41206688218219,0.157970479567603,0.2962325499761,-5.90888430030103
